Words,Reading,Meaning
かっき,,
energy,,
N3,,
TOP 10000,,
パスポート,,
passport,,
N3,,
TOP 10000,,
がっかり,,
feel disappointed,,
N3,,
TOP 10000,,
プラス,,
plus; ...,,
N3,,
TOP 2500,,
堀,,
ほり,,
moat; ...,,
N3,,
生地,,
きじ,,
cloth; ...,,
N3,,
TOP 2500,,
論じる,,
ろんじる,,
to argue,,
N3,,
発展,,
はってん,,
development; ...,,
N3,,
TOP 2500,,
銀,,
ぎん,,
silver (Ag); ...,,
N3,,
TOP 5000,,
キャンプ,,
camp,,
N3,,
TOP 5000,,
生物,,
せいぶつ,,
living things; ...,,
N3,,
TOP 5000,,
宗教,,
しゅうきょう,,
religion; ...,,
N3,,
TOP 5000,,
割る,,
わる,,
to divide; ...,,
N3,,
TOP 5000,,
発表,,
はっぴょう,,
announcement,,
N3,,
TOP 500,,
なんとか,,
something; ...,,
N3,,
TOP 2500,,
何も,,
なにも,,
nothing; ...,,
N3,,
TOP 1000,,
パイロット,,
pilot,,
N3,,
TOP 10000,,
発車,,
はっしゃ,,
departure of a vehicle,,
N3,,
いつか,,
sometime,,
N3,,
パイプ,,
pipe; ...,,
N3,,
TOP 10000,,
一言,,
ひとこと,,
single word,,
N3,,
TOP 2500,,
一家,,
いっか,,
a house,,
N3,,
TOP 10000,,
使用,,
しよう,,
use,,
N3,,
TOP 200,,
あいにく,,
unfortunately,,
N3,,
TOP 10000,,
発達,,
はったつ,,
development,,
N3,,
TOP 5000,,
典型,,
てんけい,,
type,,
N3,,
永遠,,
えいえん,,
eternity,,
N3,,
TOP 5000,,
訓練,,
くんれん,,
practice,,
N3,,
TOP 5000,,
発行,,
はっこう,,
issue; ...,,
N3,,
TOP 2500,,
案内,,
あんない,,
information; ...,,
N3,,
TOP 1000,,
発見,,
はっけん,,
discovery,,
N3,,
TOP 2500,,
監督,,
かんとく,,
supervision; ...,,
N3,,
TOP 2500,,
とにかく,,
anyhow,,
N3,,
TOP 1000,,
うさぎ,,
rabbit,,
N3,,
TOP 5000,,
息,,
いき,,
breath; ...,,
N3,,
TOP 5000,,
除く,,
のぞく,,
to remove; ...,,
N3,,
TOP 2500,,
悪口,,
あっこう,,
abuse,,
N3,,
決まり,,
きまり,,
rule; ...,,
N3,,
TOP 10000,,
物理,,
ぶつり,,
physics,,
N3,,
TOP 10000,,
サイン,,
autograph; ...,,
N3,,
TOP 5000,,
分,,
ぶ,,
one-tenth; ...,,
N3,,
勝ち,,
かち,,
win,,
N3,,
TOP 10000,,
周囲,,
しゅうい,,
surroundings; ...,,
N3,,
TOP 2500,,
かかる,,
to contract,,
N3,,
老人,,
ろうじん,,
the aged,,
N3,,
TOP 10000,,
すなわち,,
that is,,
N3,,
TOP 5000,,
デート,,
date,,
N3,,
TOP 2500,,
女優,,
じょゆう,,
actress,,
N3,,
TOP 2500,,
図書,,
としょ,,
books,,
N3,,
物事,,
ものごと,,
things,,
N3,,
TOP 5000,,
物質,,
ぶっしつ,,
material; ...,,
N3,,
TOP 5000,,
生まれ,,
うまれ,,
birth; ...,,
N3,,
TOP 5000,,
何か,,
なにか,,
something,,
N3,,
TOP 400,,
繰り返す,,
くりかえす,,
to repeat,,
N3,,
TOP 5000,,
物語,,
ものがたり,,
tale,,
N3,,
TOP 2500,,
国会,,
こっかい,,
National Diet; ...,,
N3,,
TOP 10000,,
信頼,,
しんらい,,
reliance,,
N3,,
TOP 2500,,
女子,,
じょし,,
woman,,
N3,,
TOP 1000,,
物価,,
ぶっか,,
prices of commodities,,
N3,,
TOP 10000,,
物音,,
ものおと,,
sounds,,
N3,,
一度に,,
いちどに,,
all at once,,
N3,,
TOP 10000,,
方向,,
ほうこう,,
direction; ...,,
N3,,
TOP 2500,,
国境,,
こっきょう,,
national border,,
N3,,
TOP 10000,,
切れ,,
きれ,,
piece; ...,,
N3,,
TOP 10000,,
方,,
ほう,,
direction; ...,,
N3,,
TOP 100,,
国語,,
こくご,,
national language; ...,,
N3,,
TOP 10000,,
誘う,,
さそう,,
to invite; ...,,
N3,,
TOP 2500,,
切れる,,
きれる,,
to break; ...,,
N3,,
TOP 2500,,
ママ,,
mama; ...,,
N3,,
TOP 2500,,
火災,,
かさい,,
conflagration,,
N3,,
TOP 10000,,
至る,,
いたる,,
to arrive at; ...,,
N3,,
TOP 2500,,
汗,,
あせ,,
sweat; ...,,
N3,,
TOP 2500,,
否定,,
ひてい,,
negation; ...,,
N3,,
TOP 5000,,
激しい,,
はげしい,,
violent; ...,,
N3,,
TOP 2500,,
電子,,
でんし,,
electron; ...,,
N3,,
TOP 5000,,
空き,,
あき,,
space; ...,,
N3,,
計る,,
はかる,,
to measure; ...,,
N3,,
TOP 5000,,
休憩,,
きゅうけい,,
rest,,
N3,,
TOP 5000,,
香り,,
かおり,,
aroma,,
N3,,
TOP 1000,,
係,,
かかり,,
charge; ...,,
N3,,
TOP 10000,,
集まり,,
あつまり,,
gathering,,
N3,,
TOP 10000,,
放送,,
ほうそう,,
broadcast,,
N3,,
TOP 1000,,
信用,,
しんよう,,
confidence,,
N3,,
TOP 5000,,
国家,,
こっか,,
state,,
N3,,
TOP 5000,,
女王,,
じょおう,,
queen,,
N3,,
TOP 10000,,
換える,,
かえる,,
to replace; ...,,
N3,,
TOP 10000,,
テント,,
tent,,
N3,,
TOP 5000,,
環境,,
かんきょう,,
environment,,
N3,,
TOP 500,,
担当,,
たんとう,,
being in charge,,
N3,,
TOP 1000,,
信号,,
しんごう,,
signal; ...,,
N3,,
TOP 5000,,
主張,,
しゅちょう,,
claim,,
N3,,
TOP 2500,,
下ろす,,
おろす,,
to take down; ...,,
N3,,
TOP 5000,,
ハイキング,,
hiking,,
N3,,
休暇,,
きゅうか,,
holiday,,
N3,,
TOP 10000,,
有能,,
ゆうのう,,
able,,
N3,,
座席,,
ざせき,,
seat,,
N3,,
TOP 10000,,
信じる,,
しんじる,,
to believe,,
N3,,
TOP 10000,,
伸ばす,,
のばす,,
to grow long; ...,,
N3,,
TOP 2500,,
放す,,
はなす,,
to release; ...,,
N3,,
のど,,
throat; ...,,
N3,,
TOP 5000,,
乗せる,,
のせる,,
to place on; ...,,
N3,,
TOP 2500,,
残す,,
のこす,,
to leave,,
N3,,
TOP 1000,,
安定,,
あんてい,,
stability,,
N3,,
TOP 2500,,
年齢,,
ねんれい,,
age,,
N3,,
TOP 500,,
インク,,
ink,,
N3,,
TOP 10000,,
警告,,
けいこく,,
warning,,
N3,,
TOP 10000,,
抱える,,
かかえる,,
to hold or carry under or in the arms; ...,,
N3,,
TOP 2500,,
思い出,,
おもいで,,
memories,,
N3,,
TOP 2500,,
信仰,,
しんこう,,
faith,,
N3,,
TOP 10000,,
双子,,
ふたご,,
twins,,
N3,,
TOP 10000,,
涙,,
なみだ,,
tear; ...,,
N3,,
TOP 2500,,
土産,,
みやげ,,
present,,
N3,,
非常,,
ひじょう,,
emergency; ...,,
N3,,
結果,,
けっか,,
result; ...,,
N3,,
TOP 300,,
結ぶ,,
むすぶ,,
to tie; ...,,
N3,,
TOP 5000,,
黒板,,
こくばん,,
blackboard,,
N3,,
委員,,
いいん,,
committee member,,
N3,,
TOP 2500,,
土,,
つち,,
earth; ...,,
N3,,
TOP 5000,,
結局,,
けっきょく,,
after all; ...,,
N3,,
TOP 1000,,
菓子,,
かし,,
pastry,,
N3,,
TOP 10000,,
土地,,
とち,,
plot of land; ...,,
N3,,
TOP 2500,,
実に,,
じつに,,
indeed,,
N3,,
TOP 5000,,
化粧,,
けしょう,,
make-up,,
N3,,
TOP 5000,,
いつでも,,
(at) any time,,
N3,,
TOP 2500,,
能力,,
のうりょく,,
ability,,
N3,,
TOP 1000,,
努力,,
どりょく,,
great effort,,
N3,,
TOP 2500,,
代金,,
だいきん,,
price,,
N3,,
TOP 5000,,
納得,,
なっとく,,
consent; ...,,
N3,,
TOP 2500,,
予防,,
よぼう,,
prevention,,
N3,,
TOP 2500,,
謎,,
なぞ,,
riddle; ...,,
N3,,
TOP 2500,,
費用,,
ひよう,,
cost,,
N3,,
TOP 1000,,
予報,,
よほう,,
forecast,,
N3,,
TOP 10000,,
縄,,
なわ,,
rope; ...,,
N3,,
上京,,
じょうきょう,,
proceeding to the capital (Tokyo),,
N3,,
TOP 10000,,
広がる,,
ひろがる,,
to spread (out),,
N3,,
TOP 2500,,
節約,,
せつやく,,
economising,,
N3,,
TOP 5000,,
昼食,,
ちゅうしょく,,
lunch; ...,,
N3,,
TOP 10000,,
設備,,
せつび,,
equipment,,
N3,,
TOP 2500,,
機関,,
きかん,,
engine; ...,,
N3,,
TOP 5000,,
救助,,
きゅうじょ,,
relief,,
N3,,
最高,,
さいこう,,
highest,,
N3,,
TOP 1000,,
設計,,
せっけい,,
plan,,
N3,,
TOP 2500,,
機嫌,,
きげん,,
humour; ...,,
N3,,
節,,
ふし,,
joint; ...,,
N3,,
TOP 10000,,
求める,,
もとめる,,
to want; ...,,
N3,,
TOP 500,,
最終,,
さいしゅう,,
last,,
N3,,
TOP 2500,,
決心,,
けっしん,,
determination,,
N3,,
決定,,
けってい,,
decision,,
N3,,
TOP 2500,,
年月,,
としつき,,
months and years,,
N3,,
TOP 10000,,
手術,,
しゅじゅつ,,
operation,,
N3,,
TOP 2500,,
梅雨,,
つゆ,,
rainy season; ...,,
N3,,
TOP 10000,,
ユーモア,,
humor,,
N3,,
欠席,,
けっせき,,
absence,,
N3,,
救う,,
すくう,,
to rescue from,,
N3,,
TOP 5000,,
手間,,
てま,,
time,,
N3,,
TOP 2500,,
欠点,,
けってん,,
fault; ...,,
N3,,
TOP 10000,,
予測,,
よそく,,
prediction,,
N3,,
TOP 5000,,
頭痛,,
ずつう,,
headache,,
N3,,
TOP 5000,,
内容,,
ないよう,,
subject,,
N3,,
TOP 200,,
逮捕,,
たいほ,,
arrest,,
N3,,
TOP 5000,,
最も,,
もっとも,,
most,,
N3,,
TOP 1000,,
互い,,
たがい,,
mutual,,
N3,,
TOP 10000,,
日本,,
にほん,,
Japan,,
N3,,
TOP 100,,
訪問,,
ほうもん,,
call,,
N3,,
TOP 2500,,
豊か,,
ゆたか,,
abundant; ...,,
N3,,
TOP 2500,,
被害,,
ひがい,,
damage,,
N3,,
TOP 2500,,
かぶる,,
to put on; ...,,
N3,,
TOP 5000,,
豊富,,
ほうふ,,
abundance,,
N3,,
TOP 2500,,
機械,,
きかい,,
machine; ...,,
N3,,
TOP 2500,,
仲,,
なか,,
relation,,
N3,,
TOP 10000,,
だって,,
after all; ...,,
N3,,
TOP 1000,,
予算,,
よさん,,
estimate,,
N3,,
TOP 2500,,
袋,,
ふくろ,,
bag; ...,,
N3,,
TOP 5000,,
礼儀,,
れいぎ,,
manners,,
N3,,
期間,,
きかん,,
period,,
N3,,
TOP 1000,,
期待,,
きたい,,
expectation,,
N3,,
TOP 500,,
礼,,
れい,,
thanks; ...,,
N3,,
秘密,,
ひみつ,,
secret; ...,,
N3,,
TOP 2500,,
仲間,,
なかま,,
company; ...,,
N3,,
TOP 2500,,
障害,,
しょうがい,,
obstacle; ...,,
N3,,
TOP 2500,,
戦い,,
たたかい,,
battle,,
N3,,
TOP 2500,,
戦う,,
たたかう,,
to make war (on); ...,,
N3,,
TOP 2500,,
旗,,
はた,,
flag; ...,,
N3,,
TOP 10000,,
灯,,
ひ,,
light,,
N3,,
守る,,
まもる,,
to protect; ...,,
N3,,
TOP 1000,,
すでに,,
already,,
N3,,
TOP 1000,,
これら,,
these,,
N3,,
TOP 1000,,
武器,,
ぶき,,
weapon; ...,,
N3,,
TOP 2500,,
こんなに,,
so,,
N3,,
TOP 2500,,
人間,,
にんげん,,
human being; ...,,
N3,,
TOP 400,,
上,,
かみ,,
upper reaches; ...,,
N3,,
退屈,,
たいくつ,,
tedium,,
N3,,
TOP 10000,,
転ぶ,,
ころぶ,,
to fall down,,
N3,,
TOP 10000,,
ダンス,,
dance,,
N3,,
TOP 5000,,
日曜,,
にちよう,,
Sunday,,
N3,,
TOP 10000,,
それぞれ,,
each,,
N3,,
TOP 500,,
共通,,
きょうつう,,
commonness; ...,,
N3,,
TOP 2500,,
冷静,,
れいせい,,
calm,,
N3,,
TOP 5000,,
敵,,
てき,,
opponent; ...,,
N3,,
TOP 2500,,
円,,
えん,,
yen; ...,,
N3,,
TOP 100,,
およそ,,
about; ...,,
N3,,
TOP 5000,,
チーズ,,
cheese; ...,,
N3,,
TOP 5000,,
刈る,,
かる,,
to cut (hair),,
N3,,
チーム,,
team,,
N3,,
TOP 1000,,
震える,,
ふるえる,,
to shiver,,
N3,,
TOP 10000,,
進学,,
しんがく,,
"entering a higher-level school, esp. going on to university",,
N3,,
TOP 5000,,
加える,,
くわえる,,
to add; ...,,
N3,,
TOP 2500,,
越す,,
こす,,
to cross over; ...,,
N3,,
TOP 10000,,
ともに,,
together; ...,,
N3,,
TOP 2500,,
終える,,
おえる,,
to finish; ...,,
N3,,
TOP 2500,,
改善,,
かいぜん,,
betterment; ...,,
N3,,
TOP 1000,,
進歩,,
しんぽ,,
progress,,
N3,,
TOP 10000,,
天然,,
てんねん,,
nature; ...,,
N3,,
TOP 2500,,
本物,,
ほんもの,,
genuine article,,
N3,,
TOP 5000,,
修理,,
しゅうり,,
repairing,,
N3,,
TOP 2500,,
日中,,
にっちゅう,,
daytime; ...,,
N3,,
TOP 5000,,
厄介,,
やっかい,,
trouble; ...,,
N3,,
TOP 10000,,
競技,,
きょうぎ,,
game,,
N3,,
TOP 5000,,
本当,,
ほんとう,,
truth; ...,,
N3,,
TOP 1000,,
日付,,
ひづけ,,
date,,
N3,,
TOP 5000,,
軍隊,,
ぐんたい,,
armed forces,,
N3,,
加わる,,
くわわる,,
to be added to; ...,,
N3,,
TOP 5000,,
ぐっすり,,
sound asleep,,
N3,,
せいぜい,,
at the most,,
N3,,
TOP 10000,,
脇,,
わき,,
armpit; ...,,
N3,,
TOP 5000,,
日光,,
にっこう,,
sunlight,,
N3,,
TOP 10000,,
じかに,,
directly,,
N3,,
判断,,
はんだん,,
judgment; ...,,
N3,,
TOP 1000,,
直ちに,,
ただちに,,
at once,,
N3,,
TOP 10000,,
話題,,
わだい,,
topic,,
N3,,
TOP 1000,,
日常,,
にちじょう,,
ordinary,,
N3,,
TOP 2500,,
半ば,,
なかば,,
middle,,
N3,,
TOP 10000,,
囲む,,
かこむ,,
to surround; ...,,
N3,,
TOP 5000,,
話し合う,,
はなしあう,,
to discuss,,
N3,,
TOP 10000,,
水準,,
すいじゅん,,
level; ...,,
N3,,
TOP 10000,,
観客,,
かんきゃく,,
audience,,
N3,,
TOP 5000,,
観光,,
かんこう,,
sightseeing,,
N3,,
TOP 2500,,
けが,,
injury,,
N3,,
TOP 2500,,
価値,,
かち,,
value,,
N3,,
TOP 2500,,
観察,,
かんさつ,,
observation,,
N3,,
TOP 5000,,
直,,
なお,,
straight; ...,,
N3,,
分析,,
ぶんせき,,
analysis,,
N3,,
TOP 2500,,
価格,,
かかく,,
price,,
N3,,
TOP 400,,
修正,,
しゅうせい,,
amendment,,
N3,,
TOP 2500,,
抜ける,,
ぬける,,
to come out; ...,,
N3,,
TOP 2500,,
依頼,,
いらい,,
request; ...,,
N3,,
TOP 1000,,
頂上,,
ちょうじょう,,
top,,
N3,,
TOP 10000,,
頂戴,,
ちょうだい,,
receiving; ...,,
N3,,
TOP 10000,,
夜明け,,
よあけ,,
dawn,,
N3,,
抜く,,
ぬく,,
to extract; ...,,
N3,,
TOP 2500,,
どこか,,
somewhere,,
N3,,
TOP 2500,,
都市,,
とし,,
town,,
N3,,
TOP 2500,,
都会,,
とかい,,
city; ...,,
N3,,
TOP 10000,,
都,,
みやこ,,
capital,,
N3,,
快適,,
かいてき,,
pleasant,,
N3,,
TOP 2500,,
横断,,
おうだん,,
crossing; ...,,
N3,,
偉大,,
いだい,,
greatness,,
N3,,
TOP 10000,,
速度,,
そくど,,
speed,,
N3,,
TOP 2500,,
横切る,,
よこぎる,,
to cross,,
N3,,
推薦,,
すいせん,,
recommendation,,
N3,,
TOP 10000,,
永久,,
えいきゅう,,
eternity; ...,,
N3,,
TOP 10000,,
登山,,
とざん,,
mountain climbing,,
N3,,
TOP 5000,,
引っ張る,,
ひっぱる,,
to pull; ...,,
N3,,
TOP 5000,,
必死,,
ひっし,,
frantic; ...,,
N3,,
TOP 5000,,
缶,,
かん,,
can,,
N3,,
TOP 10000,,
罰する,,
ばっする,,
to punish,,
N3,,
飼う,,
かう,,
to keep,,
N3,,
TOP 5000,,
予期,,
よき,,
expectation,,
N3,,
あっ,,
Ah!; ...,,
N3,,
TOP 1000,,
お昼,,
おひる,,
lunch,,
N3,,
TOP 5000,,
管理,,
かんり,,
control,,
N3,,
TOP 1000,,
以来,,
いらい,,
since,,
N3,,
TOP 2500,,
急速,,
きゅうそく,,
rapid,,
N3,,
TOP 10000,,
穀物,,
こくもつ,,
grain,,
N3,,
断る,,
ことわる,,
to refuse; ...,,
N3,,
TOP 5000,,
ホーム,,
platform; ...,,
N3,,
TOP 2500,,
資本,,
しほん,,
funds,,
N3,,
TOP 10000,,
欠ける,,
かける,,
to be chipped; ...,,
N3,,
TOP 10000,,
一生,,
いっしょう,,
whole life; ...,,
N3,,
TOP 5000,,
以前,,
いぜん,,
ago,,
N3,,
TOP 1000,,
欠陥,,
けっかん,,
defect; ...,,
N3,,
資源,,
しげん,,
resources,,
N3,,
TOP 10000,,
撃つ,,
うつ,,
to shoot (at); ...,,
N3,,
TOP 10000,,
団体,,
だんたい,,
organization,,
N3,,
TOP 2500,,
皮,,
かわ,,
skin; ...,,
N3,,
TOP 5000,,
革,,
かわ,,
leather,,
N3,,
TOP 5000,,
一時,,
いちじ,,
one o'clock; ...,,
N3,,
TOP 5000,,
いただきます,,
expression of gratitude before meals,,
N3,,
TOP 1000,,
急激,,
きゅうげき,,
sudden,,
N3,,
TOP 10000,,
分ける,,
わける,,
to divide (into); ...,,
N3,,
TOP 5000,,
滞在,,
たいざい,,
stay,,
N3,,
TOP 5000,,
国民,,
こくみん,,
nation,,
N3,,
TOP 2500,,
ハンサム,,
handsome,,
N3,,
無駄,,
むだ,,
futility,,
N3,,
TOP 2500,,
ますます,,
increasingly,,
N3,,
TOP 5000,,
馬,,
うま,,
horse; ...,,
N3,,
TOP 2500,,
デモ,,
demonstration,,
N3,,
TOP 10000,,
我慢,,
がまん,,
patience,,
N3,,
TOP 2500,,
禁煙,,
きんえん,,
abstaining from smoking; ...,,
N3,,
TOP 10000,,
こんにちは,,
hello,,
N3,,
TOP 400,,
コピー,,
copy; ...,,
N3,,
TOP 5000,,
刀,,
かたな,,
sword; ...,,
N3,,
TOP 10000,,
似合う,,
にあう,,
to suit,,
N3,,
TOP 5000,,
今後,,
こんご,,
from now on,,
N3,,
TOP 500,,
破産,,
はさん,,
bankruptcy,,
N3,,
預ける,,
あずける,,
to give into custody; ...,,
N3,,
TOP 5000,,
文字,,
もじ,,
letter; ...,,
N3,,
TOP 2500,,
冒険,,
ぼうけん,,
risk,,
N3,,
TOP 10000,,
まるで,,
quite; ...,,
N3,,
TOP 2500,,
月曜,,
げつよう,,
Monday,,
N3,,
TOP 10000,,
沖,,
おき,,
open sea,,
N3,,
TOP 10000,,
数字,,
すうじ,,
numeral,,
N3,,
TOP 2500,,
文句,,
もんく,,
complaint; ...,,
N3,,
TOP 5000,,
異なる,,
ことなる,,
to differ,,
N3,,
TOP 1000,,
大いに,,
おおいに,,
very,,
N3,,
TOP 5000,,
硬貨,,
こうか,,
coin; ...,,
N3,,
棒,,
ぼう,,
pole,,
N3,,
TOP 10000,,
与える,,
あたえる,,
to give; ...,,
N3,,
TOP 500,,
保証,,
ほしょう,,
guarantee,,
N3,,
TOP 2500,,
関連,,
かんれん,,
relation,,
N3,,
TOP 1000,,
大した,,
たいした,,
considerable,,
N3,,
TOP 10000,,
無事,,
ぶじ,,
safety,,
N3,,
TOP 5000,,
無視,,
むし,,
disregarding,,
N3,,
TOP 5000,,
文,,
ぶん,,
sentence; ...,,
N3,,
TOP 5000,,
ウイスキー,,
whisky,,
N3,,
TOP 10000,,
今回,,
こんかい,,
now,,
N3,,
TOP 200,,
雰囲気,,
ふんいき,,
mood; ...,,
N3,,
TOP 1000,,
ボール,,
ball; ...,,
N3,,
TOP 2500,,
望む,,
のぞむ,,
to desire; ...,,
N3,,
TOP 2500,,
望み,,
のぞみ,,
wish; ...,,
N3,,
吠える,,
ほえる,,
to bark,,
N3,,
TOP 10000,,
破る,,
やぶる,,
to tear; ...,,
N3,,
TOP 10000,,
気温,,
きおん,,
atmospheric temperature,,
N3,,
TOP 2500,,
余分,,
よぶん,,
extra,,
N3,,
TOP 10000,,
種,,
たね,,
seed; ...,,
N3,,
TOP 2500,,
余裕,,
よゆう,,
surplus; ...,,
N3,,
TOP 2500,,
月,,
つき,,
moon; ...,,
N3,,
TOP 2500,,
事務,,
じむ,,
business,,
N3,,
TOP 5000,,
種類,,
しゅるい,,
variety; ...,,
N3,,
TOP 400,,
上達,,
じょうたつ,,
improvement; ...,,
N3,,
TOP 10000,,
まず,,
first (of all); ...,,
N3,,
TOP 500,,
ボーイ,,
boy; ...,,
N3,,
代理,,
だいり,,
representation,,
N3,,
ライター,,
lighter; ...,,
N3,,
TOP 5000,,
気に入る,,
きにいる,,
to be pleased with,,
N3,,
気の毒,,
きのどく,,
pitiful,,
N3,,
平均,,
へいきん,,
average; ...,,
N3,,
TOP 2500,,
後者,,
こうしゃ,,
the latter,,
N3,,
TOP 10000,,
飛び出す,,
とびだす,,
to jump out; ...,,
N3,,
TOP 10000,,
恋人,,
こいびと,,
lover,,
N3,,
TOP 5000,,
ふるさと,,
home town; ...,,
N3,,
TOP 5000,,
舌,,
した,,
tongue; ...,,
N3,,
TOP 5000,,
ジェット機,,
ジェットき,,
jet aeroplane,,
N3,,
事情,,
じじょう,,
circumstances,,
N3,,
TOP 2500,,
変化,,
へんか,,
change; ...,,
N3,,
TOP 1000,,
エンジン,,
engine,,
N3,,
TOP 2500,,
飛行,,
ひこう,,
aviation; ...,,
N3,,
TOP 10000,,
過去,,
かこ,,
the past; ...,,
N3,,
TOP 1000,,
夫婦,,
ふうふ,,
married couple; ...,,
N3,,
TOP 2500,,
風景,,
ふうけい,,
scenery; ...,,
N3,,
TOP 2500,,
手品,,
てじな,,
sleight of hand,,
N3,,
恋,,
こい,,
love,,
N3,,
TOP 2500,,
ボート,,
boat,,
N3,,
TOP 10000,,
代表,,
だいひょう,,
representative,,
N3,,
TOP 2500,,
同一,,
どういつ,,
identical; ...,,
N3,,
TOP 5000,,
駐車,,
ちゅうしゃ,,
parking,,
N3,,
TOP 10000,,
才能,,
さいのう,,
talent,,
N3,,
TOP 5000,,
結論,,
けつろん,,
conclusion,,
N3,,
TOP 5000,,
飛ばす,,
とばす,,
to fly; ...,,
N3,,
TOP 5000,,
手伝い,,
てつだい,,
helper; ...,,
N3,,
TOP 10000,,
品,,
しな,,
article; ...,,
N3,,
TOP 5000,,
叫ぶ,,
さけぶ,,
to shout; ...,,
N3,,
TOP 5000,,
描く,,
えがく,,
to draw; ...,,
N3,,
TOP 500,,
手段,,
しゅだん,,
means,,
N3,,
TOP 2500,,
境,,
さかい,,
border; ...,,
N3,,
TOP 10000,,
しまった,,
damn it!,,
N3,,
劣る,,
おとる,,
to be inferior to,,
N3,,
TOP 10000,,
のち,,
later; ...,,
N3,,
TOP 10000,,
注,,
ちゅう,,
annotation,,
N3,,
TOP 5000,,
列車,,
れっしゃ,,
train,,
N3,,
TOP 5000,,
列,,
れつ,,
queue,,
N3,,
TOP 5000,,
帰宅,,
きたく,,
returning home,,
N3,,
TOP 5000,,
演説,,
えんぜつ,,
speech,,
N3,,
注目,,
ちゅうもく,,
notice,,
N3,,
TOP 1000,,
しばしば,,
often,,
N3,,
注文,,
ちゅうもん,,
order,,
N3,,
TOP 1000,,
避ける,,
さける,,
to avoid; ...,,
N3,,
TOP 2500,,
次々,,
つぎつぎ,,
in succession,,
N3,,
TOP 5000,,
過ごす,,
すごす,,
to pass (time); ...,,
N3,,
TOP 1000,,
動詞,,
どうし,,
verb,,
N3,,
TOP 10000,,
機能,,
きのう,,
function,,
N3,,
TOP 400,,
じっと,,
motionlessly; ...,,
N3,,
TOP 10000,,
部分,,
ぶぶん,,
portion,,
N3,,
TOP 300,,
ヨット,,
yacht,,
N3,,
人ごみ,,
ひとごみ,,
crowd of people,,
N3,,
ヨーロッパ,,
Europe,,
N3,,
TOP 5000,,
ジーンズ,,
jeans,,
N3,,
TOP 10000,,
最低,,
さいてい,,
least; ...,,
N3,,
TOP 2500,,
人工,,
じんこう,,
artificial,,
N3,,
TOP 10000,,
動かす,,
うごかす,,
to move; ...,,
N3,,
TOP 2500,,
下,,
げ,,
lowness; ...,,
N3,,
下,,
しも,,
lower reaches; ...,,
N3,,
さっぱり,,
feeling refreshed; ...,,
N3,,
TOP 5000,,
選択,,
せんたく,,
selection,,
N3,,
TOP 500,,
幕,,
まく,,
curtain; ...,,
N3,,
TOP 10000,,
クリスマス,,
Christmas,,
N3,,
TOP 2500,,
チャンス,,
chance,,
N3,,
TOP 2500,,
貧しい,,
まずしい,,
poor; ...,,
N3,,
延期,,
えんき,,
postponement,,
N3,,
TOP 10000,,
舞台,,
ぶたい,,
stage; ...,,
N3,,
TOP 2500,,
元,,
もと,,
origin; ...,,
N3,,
TOP 400,,
集中,,
しゅうちゅう,,
concentration,,
N3,,
TOP 2500,,
集団,,
しゅうだん,,
group,,
N3,,
TOP 5000,,
演技,,
えんぎ,,
acting,,
N3,,
TOP 5000,,
軒,,
のき,,
eaves; ...,,
N3,,
しきりに,,
frequently; ...,,
N3,,
唯一,,
ゆいいつ,,
only,,
N3,,
TOP 2500,,
働き,,
はたらき,,
work; ...,,
N3,,
TOP 2500,,
選手,,
せんしゅ,,
player,,
N3,,
TOP 500,,
援助,,
えんじょ,,
assistance,,
N3,,
TOP 10000,,
ざっと,,
roughly; ...,,
N3,,
週間,,
しゅうかん,,
weeks,,
N3,,
TOP 2500,,
輸出,,
ゆしゅつ,,
export; ...,,
N3,,
TOP 10000,,
輸入,,
ゆにゅう,,
importation; ...,,
N3,,
TOP 5000,,
ただ,,
ordinary; ...,,
N3,,
TOP 300,,
秒,,
びょう,,
second,,
N3,,
TOP 2500,,
アルバム,,
album,,
N3,,
TOP 2500,,
頼る,,
たよる,,
to rely on,,
N3,,
TOP 5000,,
人気,,
にんき,,
popularity,,
N3,,
TOP 300,,
灰,,
はい,,
ash,,
N3,,
ぴったり,,
tightly; ...,,
N3,,
TOP 2500,,
たびたび,,
often,,
N3,,
TOP 10000,,
たまたま,,
casually,,
N3,,
TOP 5000,,
例え,,
たとえ,,
example; ...,,
N3,,
TOP 10000,,
賢い,,
かしこい,,
wise,,
N3,,
TOP 10000,,
市場,,
いちば,,
(town) market; ...,,
N3,,
数える,,
かぞえる,,
to count,,
N3,,
TOP 10000,,
ノー,,
no,,
N3,,
だが,,
but,,
N3,,
TOP 100,,
損害,,
そんがい,,
damage,,
N3,,
TOP 5000,,
クリーム,,
cream,,
N3,,
TOP 2500,,
評判,,
ひょうばん,,
fame; ...,,
N3,,
TOP 2500,,
油,,
あぶら,,
oil,,
N3,,
TOP 5000,,
愉快,,
ゆかい,,
pleasant,,
N3,,
刑事,,
けいじ,,
(police) detective; ...,,
N3,,
TOP 10000,,
公平,,
こうへい,,
fairness,,
N3,,
臭い,,
くさい,,
stinking; ...,,
N3,,
TOP 5000,,
今に,,
いまに,,
before long,,
N3,,
TOP 10000,,
評価,,
ひょうか,,
valuation; ...,,
N3,,
TOP 1000,,
小屋,,
こや,,
hut; ...,,
N3,,
TOP 10000,,
今にも,,
いまにも,,
at any time,,
N3,,
ずいぶん,,
very; ...,,
N3,,
